Op40 01 h forecast valid for grid point 4.7 nm / 185 deg from AWO:
Op40        14     17      Feb    2016
   CAPE      0    CIN      1  Helic  99999     PW  99999
      5   5629   4549   -157   -196    219     18
      5   5165   5180   -201   -240    216     22
      4   5000   5416   -215   -255    215     27
      5   4745   5798   -237   -279    213     35
      5   4384   6391   -280   -324    212     45
      5   4042   6958   -335   -372    213     45
      4   4000   7032   -342   -379    212     45
      5   3743   7500   -384   -423    209     43
      5   3468   8017   -421   -474    209     43
      5   3223   8511   -457   -548    214     45
      4   3000   8980   -483   -622    215     53
      5   2999   8982   -483   -622    215     53
      5   2808   9432   -508   -659    215     58
      5   2620   9863   -532   -657    216     62
      4   2500  10157   -547   -654    217     65
      5   2452  10280   -553   -653    217     66
      5   2303  10683   -563   -656    218     71
      5   2164  11082   -561   -662    220     75
      5   2026  11500   -552   -677    223     75
      5   1890  11950   -542   -704    226     74
      5   1751  12435   -536   -749    228     72
      5   1613  12961   -532   -804    231     70
      4   1500  13432   -534   -840    233     68
      5   1477  13534   -534   -848    233     68
      5   1339  14162   -541   -863    234     66
      5   1201  14856   -549   -861    236     62
      5   1065  15633   -553   -859    236     58
      4   1000  16027   -547   -859    237     55
      5    927  16503   -540   -858    238     52
      5    799  17422   -526   -856    244     43
      4    700  18293   -515   -856    249     34
      5    698  18313   -515   -856    249     34
      5    613  19170   -496   -855    261     24
      5    536  20057   -488   -855    285     13
      4    500  20516   -488   -856    290     11
      5    464  21011   -489   -857    295      9
      5    396  22045   -470   -861    342     11
      5    334  23188   -456   -868     23     10
      5    275  24478   -440   -876     41     12
      5    221  25968   -430   -886     31     13
      5    170  27744   -422   -899     33     17
      5    123  30025   -392   -897     30     24

Op40 analysis valid for grid point 4.7 nm / 185 deg from AWO:
Op40        20     17      Feb    2016
   CAPE     60    CIN     -3  Helic  99999     PW  99999
      1  23062      0  48.09 122.18     42  99999
      2  99999  99999  99999     66  99999  99999
      3           AWO                   12     kt
      9   9844     77    141     67    111      6
      4  10000  99999  99999  99999  99999  99999
      5   9820    105    143     59    121     12
      5   9768    155    145     58    123     15
      5   9669    237    142     50    123     18
      5   9538    356    133     42    122     23
      5   9363    512    122     30    126     28
      4   9250    608    118     28    132     30
      5   9145    699    115     27    137     32
      5   8918    912    101     25    150     33
      5   8670   1150     82     23    168     30
      4   8500   1313     73     24    178     29
      5   8392   1419     67     24    184     29
      5   8089   1726     45     14    193     27
      5   7746   2072     11      2    197     27
      5   7388   2461    -29    -29    200     29
      4   7000   2886    -54    -50    206     29
      5   6991   2897    -55    -51    206     29
      5   6549   3389    -71    -99    217     24
      5   6095   3944   -107   -149    221     18
      5   5621   4554   -152   -191    217     17
      5   5154   5186   -196   -223    214     26
      4   5000   5412   -212   -240    214     29
      5   4744   5805   -241   -270    213     35
      5   4381   6396   -288   -325    213     40
      5   4042   6962   -335   -383    212     41
      4   4000   7035   -341   -390    212     41
      5   3739   7505   -378   -434    213     41
      5   3465   8022   -422   -500    212     40
      5   3222   8516   -458   -570    212     45
      4   3000   8982   -485   -615    213     51
      5   2998   8987   -485   -615    213     51
      5   2788   9436   -508   -621    214     55
      5   2620   9867   -531   -624    214     59
      4   2500  10162   -546   -632    214     63
      5   2452  10285   -552   -636    214     65
      5   2303  10688   -560   -650    215     71
      5   2162  11089   -554   -659    218     75
      5   2026  11508   -546   -678    221     76
      5   1888  11958   -538   -706    223     75
      5   1752  12444   -534   -745    224     74
      5   1614  12970   -534   -795    226     72
      4   1500  13439   -538   -833    228     71
      5   1476  13542   -539   -841    229     71
      5   1338  14169   -547   -861    232     67
      5   1202  14862   -553   -861    235     62
      5   1064  15639   -550   -859    235     56
      4   1000  16027   -545   -858    236     53
      5    926  16509   -538   -857    237     50
      5    798  17430   -521   -856    241     43
      4    700  18295   -506   -855    247     33
      5    697  18324   -506   -855    247     33
      5    613  19184   -489   -855    257     21
      5    536  20072   -489   -855    266     11
      4    500  20530   -489   -856    271     10
      5    464  21025   -488   -857    277      8
      5    396  22060   -469   -861    336      9
      5    334  23203   -453   -868     28      7
      5    275  24496   -434   -877     46     11
      5    221  25989   -425   -892     36     13
      5    170  27767   -422   -902     41     17
      5    123  30046   -393   -897     32     22

Op40 analysis valid for grid point 4.7 nm / 185 deg from AWO:
Op40        21     17      Feb    2016
   CAPE     40    CIN     -5  Helic  99999     PW  99999
      1  23062      0  48.09 122.18     42  99999
      2  99999  99999  99999     66  99999  99999
      3           AWO                   12     kt
      9   9843     77    144     69    110      4
      4  10000  99999  99999  99999  99999  99999
      5   9803    105    143     63    119      9
      5   9764    155    145     64    120     12
      5   9666    237    142     59    121     15
      5   9534    357    134     47    123     19
      5   9339    512    122     29    130     23
      4   9250    597    118     23    137     24
      5   9144    699    113     16    145     26
      5   8915    912    100      5    158     29
      5   8666   1149     82      6    171     29
      4   8500   1309     71     10    180     29
      5   8388   1419     64     12    186     29
      5   8066   1725     43      8    196     27
      5   7743   2071     10    -11    202     28
      5   7366   2460    -26    -39    206     32
      4   7000   2860    -50    -74    205     31
      5   6968   2896    -52    -77    205     31
      5   6554   3389    -74   -103    202     22
      5   6093   3943   -111   -143    198     14
      5   5619   4552   -158   -189    195     16
      5   5153   5182   -203   -237    207     24
      4   5000   5406   -218   -250    209     27
      5   4743   5800   -245   -272    213     33
      5   4359   6391   -286   -325    211     38
      5   4041   6958   -333   -399    205     41
      4   4000   7028   -340   -406    204     41
      5   3738   7499   -383   -453    201     42
      5   3464   8016   -430   -493    202     44
      5   3221   8507   -472   -540    207     50
      4   3000   8970   -506   -583    209     56
      5   2998   8974   -506   -583    209     56
      5   2787   9419   -528   -617    211     58
      5   2615   9848   -540   -646    213     61
      4   2500  10137   -545   -665    214     63
      5   2451  10265   -547   -673    215     64
      5   2298  10670   -548   -695    217     67
      5   2160  11072   -545   -715    218     69
      5   2023  11493   -538   -743    220     68
      5   1886  11945   -528   -779    223     65
      5   1750  12433   -523   -815    225     63
      5   1611  12961   -522   -839    226     62
      4   1500  13430   -527   -850    227     62
      5   1476  13536   -528   -853    227     62
      5   1338  14166   -536   -861    228     60
      5   1199  14862   -545   -862    230     58
      5   1064  15641   -547   -861    233     52
      4   1000  16027   -541   -861    234     49
      5    925  16513   -533   -861    235     45
      5    798  17435   -517   -860    236     37
      4    700  18283   -505   -858    237     30
      5    695  18330   -504   -858    237     30
      5    613  19191   -488   -856    244     20
      5    535  20079   -487   -856    264     10
      4    500  20531   -487   -857    265      8
      5    464  21032   -487   -858    266      6
      5    396  22067   -469   -865    333      3
      5    333  23209   -455   -873     36      8
      5    275  24498   -444   -879     47     13
      5    221  25984   -433   -883     44     15
      5    170  27760   -417   -893     46     22
      5    123  30042   -390   -917     37     24

Op40 01 h forecast valid for grid point 4.7 nm / 185 deg from AWO:
Op40        22     17      Feb    2016
   CAPE     80    CIN    -69  Helic  99999     PW  99999
      1  23062      0  48.09 122.18     42  99999
      2  99999  99999  99999     66  99999  99999
      3           AWO                   12     kt
      9   9836     77    157     86    126      8
      4  10000  99999  99999  99999  99999  99999
      5   9798    105    157     77    126     13
      5   9743    155    152     71    125     15
      5   9661    238    145     62    124     19
      5   9529    357    136     48    123     22
      5   9352    513    127     30    126     25
      4   9250    601    122     23    132     25
      5   9136    701    116     15    138     25
      5   8907    913    104      5    152     26
